stress_id,c6_x,c6_y,gt_x,gt_y,scenario,difficulty,architecture,source_pair_id,c9_x,c9_y,candidate_score,candidate_agreement,c6_error_px,c9_error_px,jump_px,improvement_px,final_x,final_y,accepted,decision_reason,final_error_px,regression,catastrophic_final
289,104.0,103.0,104.0,103.0,reference_brightness,easy,finfet,33,104.0,103.0,0.7328546330333408,0.25,0.0,0.0,0.0,0.0,104.0,103.0,False,cell6_already_good,0.0,False,False
290,104.0,103.0,104.0,103.0,search_brightness,easy,finfet,33,104.0,103.0,0.7328546330333408,0.25,0.0,0.0,0.0,0.0,104.0,103.0,False,cell6_already_good,0.0,False,False
291,104.0,103.0,104.0,103.0,contrast_mismatch,medium,finfet,33,104.0,103.0,0.7328546330333408,0.25,0.0,0.0,0.0,0.0,104.0,103.0,False,cell6_already_good,0.0,False,False
292,104.0,103.0,104.0,103.0,noise,medium,finfet,33,104.0,103.0,0.7328546330333408,0.25,0.0,0.0,0.0,0.0,104.0,103.0,False,cell6_already_good,0.0,False,False
293,104.0,103.0,104.0,103.0,blur,medium,finfet,33,104.0,103.0,0.7328546330333408,0.25,0.0,0.0,0.0,0.0,104.0,103.0,False,cell6_already_good,0.0,False,False
294,104.0,103.0,104.0,103.0,illumination,medium,finfet,33,104.0,103.0,0.7328546330333408,0.25,0.0,0.0,0.0,0.0,104.0,103.0,False,cell6_already_good,0.0,False,False
295,104.0,103.0,104.0,103.0,reference_rotation,hard,finfet,33,104.0,103.0,0.7328546330333408,0.25,0.0,0.0,0.0,0.0,104.0,103.0,False,cell6_already_good,0.0,False,False
296,105.0,104.0,104.0,103.0,reference_scale,hard,finfet,33,105.0,104.0,0.7328546330333408,0.25,1.4142135623730951,1.4142135623730951,0.0,0.0,105.0,104.0,False,moderate_risk_cell6,1.4142135623730951,False,False
297,103.0,102.0,104.0,103.0,combined,hard,finfet,33,103.0,102.0,0.7328546330333408,0.25,1.4142135623730951,1.4142135623730951,0.0,0.0,103.0,102.0,False,moderate_risk_cell6,1.4142135623730951,False,False
298,629.0,169.0,629.0,169.0,reference_brightness,easy,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
299,629.0,169.0,629.0,169.0,search_brightness,easy,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
300,629.0,169.0,629.0,169.0,contrast_mismatch,medium,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
301,629.0,169.0,629.0,169.0,noise,medium,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
302,629.0,169.0,629.0,169.0,blur,medium,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
303,629.0,169.0,629.0,169.0,illumination,medium,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
304,629.0,169.0,629.0,169.0,reference_rotation,hard,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
305,629.0,169.0,629.0,169.0,reference_scale,hard,finfet,34,629.0,169.0,0.8138184304779501,1.0,0.0,0.0,0.0,0.0,629.0,169.0,False,cell6_already_good,0.0,False,False
306,630.0,169.0,629.0,169.0,combined,hard,finfet,34,630.0,169.0,0.8138184304779501,1.0,1.0,1.0,0.0,0.0,630.0,169.0,False,cell6_already_good,1.0,False,False
307,642.0,924.0,642.0,924.0,reference_brightness,easy,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
308,642.0,924.0,642.0,924.0,search_brightness,easy,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
309,642.0,924.0,642.0,924.0,contrast_mismatch,medium,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
310,642.0,924.0,642.0,924.0,noise,medium,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
311,642.0,924.0,642.0,924.0,blur,medium,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
312,642.0,924.0,642.0,924.0,illumination,medium,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
313,642.0,924.0,642.0,924.0,reference_rotation,hard,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
314,642.0,924.0,642.0,924.0,reference_scale,hard,finfet,35,642.0,924.0,0.7140977825424615,0.75,0.0,0.0,0.0,0.0,642.0,924.0,False,cell6_already_good,0.0,False,False
315,643.0,925.0,642.0,924.0,combined,hard,finfet,35,641.8042559257402,924.1955135216912,0.7140977825424615,0.75,1.4142135623730951,0.2766609473198207,1.4411808994394562,1.1375526150532744,643.0,925.0,False,moderate_risk_cell6,1.4142135623730951,False,False
316,621.0,649.0,621.0,649.0,reference_brightness,easy,finfet,36,621.0,649.0,0.7936755779138234,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
317,621.0,649.0,621.0,649.0,search_brightness,easy,finfet,36,621.0,649.0,0.7936755780093082,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
318,621.0,649.0,621.0,649.0,contrast_mismatch,medium,finfet,36,621.0,649.0,0.7936755779138234,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
319,621.0,649.0,621.0,649.0,noise,medium,finfet,36,621.0,649.0,0.7936755780093082,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
320,621.0,649.0,621.0,649.0,blur,medium,finfet,36,621.0,649.0,0.7936755779138234,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
321,621.0,649.0,621.0,649.0,illumination,medium,finfet,36,621.0,649.0,0.7936755780093082,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
322,621.0,649.0,621.0,649.0,reference_rotation,hard,finfet,36,621.0,649.0,0.7936755779138234,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
323,621.0,649.0,621.0,649.0,reference_scale,hard,finfet,36,621.0,649.0,0.7936755780093082,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
324,621.0,649.0,621.0,649.0,combined,hard,finfet,36,621.0,649.0,0.7936755779138234,0.75,0.0,0.0,0.0,0.0,621.0,649.0,False,cell6_already_good,0.0,False,False
325,910.0,428.0,910.0,428.0,reference_brightness,easy,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
326,910.0,428.0,910.0,428.0,search_brightness,easy,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
327,910.0,428.0,910.0,428.0,contrast_mismatch,medium,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
328,910.0,428.0,910.0,428.0,noise,medium,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
329,910.0,428.0,910.0,428.0,blur,medium,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
330,910.0,428.0,910.0,428.0,illumination,medium,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
331,910.0,428.0,910.0,428.0,reference_rotation,hard,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
332,910.0,428.0,910.0,428.0,reference_scale,hard,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,0.0,0.6733346589748492,0.6733346589748492,-0.6733346589748492,910.0,428.0,False,cell6_already_good,0.0,False,False
333,910.0,429.0,910.0,428.0,combined,hard,finfet,37,910.4067712308662,428.5365787255533,0.8374110431598903,1.0,1.0,0.6733346589748492,0.6166215304951727,0.32666534102515077,910.4067712308662,428.5365787255533,True,tiny_high_confidence_improvement,0.6733346589748492,False,False
334,211.0,169.0,211.0,169.0,reference_brightness,easy,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
335,211.0,169.0,211.0,169.0,search_brightness,easy,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
336,211.0,169.0,211.0,169.0,contrast_mismatch,medium,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
337,211.0,169.0,211.0,169.0,noise,medium,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
338,211.0,169.0,211.0,169.0,blur,medium,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
339,211.0,169.0,211.0,169.0,illumination,medium,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
340,211.0,169.0,211.0,169.0,reference_rotation,hard,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
341,212.0,170.0,211.0,169.0,reference_scale,hard,finfet,38,392.9991892286209,542.1350996217517,0.7134228930821191,0.25,1.4142135623730951,415.1547993816402,413.8178812858492,-413.7405858192671,212.0,170.0,False,moderate_risk_cell6,1.4142135623730951,False,False
342,211.0,169.0,211.0,169.0,combined,hard,finfet,38,211.0,169.0,0.7134228930821191,0.25,0.0,0.0,0.0,0.0,211.0,169.0,False,cell6_already_good,0.0,False,False
343,898.0,300.0,898.0,300.0,reference_brightness,easy,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
344,898.0,300.0,898.0,300.0,search_brightness,easy,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
345,898.0,300.0,898.0,300.0,contrast_mismatch,medium,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
346,898.0,300.0,898.0,300.0,noise,medium,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
347,898.0,300.0,898.0,300.0,blur,medium,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
348,898.0,300.0,898.0,300.0,illumination,medium,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
349,898.0,300.0,898.0,300.0,reference_rotation,hard,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
350,898.0,300.0,898.0,300.0,reference_scale,hard,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
351,898.0,300.0,898.0,300.0,combined,hard,finfet,39,898.0,300.0,0.7239477102077135,0.75,0.0,0.0,0.0,0.0,898.0,300.0,False,cell6_already_good,0.0,False,False
352,93.0,488.0,93.0,488.0,reference_brightness,easy,finfet,40,93.0,488.0,0.7660779438978498,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
353,93.0,488.0,93.0,488.0,search_brightness,easy,finfet,40,93.0,488.0,0.7660779457713163,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
354,93.0,488.0,93.0,488.0,contrast_mismatch,medium,finfet,40,93.0,488.0,0.7660779438978498,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
355,93.0,488.0,93.0,488.0,noise,medium,finfet,40,93.0,488.0,0.7660779457713163,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
356,93.0,488.0,93.0,488.0,blur,medium,finfet,40,93.0,488.0,0.7660779438978498,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
357,93.0,488.0,93.0,488.0,illumination,medium,finfet,40,93.0,488.0,0.7660779457713163,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
358,93.0,488.0,93.0,488.0,reference_rotation,hard,finfet,40,93.0,488.0,0.7660779438978498,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
359,93.0,488.0,93.0,488.0,reference_scale,hard,finfet,40,93.0,488.0,0.7660779457713163,0.5,0.0,0.0,0.0,0.0,93.0,488.0,False,cell6_already_good,0.0,False,False
360,93.0,487.0,93.0,488.0,combined,hard,finfet,40,93.0,487.0,0.7660779438978498,0.5,1.0,1.0,0.0,0.0,93.0,487.0,False,cell6_already_good,1.0,False,False
